month,med_name,total_packs,total_value,stock_movement
2025-04-01,WormGuard,8.06,120.9,stock in
2025-04-01,UroVet,66.94,1874.32,stock in
2025-04-01,Zyrtec (Cetirizine),66.6,1332.0,stock in
2025-04-01,Otomax (Mometasone Furoate),61.6,2772.0,stock in
2025-04-01,FlexiJoint (Dog),15.54,777.0,stock in
2025-04-01,Cerenia (Maropitant),207.0,10350.0,stock in
2025-04-01,Frontline Plus,235.0,8225.0,stock in
2025-04-01,Adequan Canine,307.0,15350.0,stock in
2025-04-01,WetTailMed,28.9,346.79999999999995,stock in
2025-04-01,Torbutrol (Butorphanol Tartrate),71.5,2860.0,stock in
2025-05-01,RespiraTonic,6.34,190.2,stock in
2025-05-01,Torbutrol (Butorphanol Tartrate),41.0,1640.0,stock in
2025-05-01,Tresaderm (Antibiotic Drops),129.5,2590.0,stock in
2025-05-01,ThyroVet,23.9,956.0,stock in
2025-05-01,UroVet,66.15,1852.2000000000003,stock in
2025-05-01,Methimazole,94.0,2068.0,stock in
2025-05-01,Dasuquin Advanced,35.7,2499.0,stock in
2025-05-01,EarClear,24.9,249.0,stock in
2025-05-01,Enzymatic Dental Gel,7.28,182.0,stock in
2025-05-01,WetTailMed,25.200000000000003,302.40000000000003,stock in
2025-05-01,Zyrtec (Cetirizine),47.0,940.0,stock in
2025-05-01,Levothyroxine,12.350000000000001,247.00000000000003,stock in
2025-05-01,Vetmedin (Pimobendan),948.0,56880.0,stock in
2025-05-01,Metronidazole,216.0,2160.0,stock in
2025-05-01,FungalGuard,16.02,640.8,stock in
2025-05-01,Griseofulvin,123.0,1845.0,stock in
2025-05-01,Cephalexin (500 mg),88.0,1760.0,stock in
2025-05-01,FleaStop,12.03,300.75,stock in
2025-05-01,Otomax (Mometasone Furoate),72.2,3249.0,stock in
2025-05-01,FleaGuard,13.75,275.0,stock in
2025-05-01,Beano,28.4,568.0,stock in
2025-05-01,CardioVet,40.08,2004.0,stock in
2025-05-01,WormAway,7.16,71.6,stock in
2025-05-01,Fenbendazole (Panacur),237.0,5214.0,stock in
2025-05-01,Adequan Canine Injection,194.0,11640.0,stock in
2025-05-01,Petromalt,15.3,382.5,stock in
2025-05-01,ArthriFlex,51.640000000000008,1791.2000000000003,stock in
2025-05-01,Frontline Plus,177.0,6195.0,stock in
2025-05-01,Dermacure,9.48,170.64000000000001,stock in
2025-05-01,Rimadyl (Carprofen),163.5,7357.5,stock in
2025-05-01,Hill's Prescription Diet w/d,8.1000000000000014,607.50000000000011,stock in
2025-05-01,EyeClear,59.8,1076.3999999999999,stock in
2025-05-01,Virbac C.E.T. Enzymatic Oral Gel,83.800000000000011,1257.0000000000002,stock in
2025-05-01,Enrofloxacin (Baytril),92.5,1850.0,stock in
2025-05-01,SlimPaws,3.2199999999999998,112.69999999999999,stock in
2025-05-01,AllerEx,19.36,425.91999999999996,stock in
2025-05-01,RetinoGuard,32.4,1620.0,stock in
2025-05-01,Prednisolone,16.07,353.54,stock in
2025-05-01,Canine Eye Health,4.24,127.2,stock in
2025-05-01,FlexiJoint (Dog),9.96,498.00000000000006,stock in
2025-05-01,VetriScience Perio Support,1.0,28.0,stock in
2025-05-01,OncoCare,10.879999999999999,924.8,stock in
2025-05-01,OtitisClean,25.200000000000003,378.00000000000006,stock in
2025-05-01,Tobrex (Tobramycin),217.5,3262.5,stock in
2025-05-01,OraVet Dental Gel,35.25,881.25,stock in
2025-05-01,CushiVet,27.48,1236.6,stock in
2025-05-01,GingivaPlus,10.75,301.0,stock in
2025-05-01,Cerenia (Maropitant),247.0,12350.0,stock in
2025-05-01,WormGuard,3.82,57.3,stock in
2025-05-01,Nutra Thrive Canine,15.24,914.4,stock in
2025-05-01,Palladia (Toceranib Phosphate),142.0,17040.0,stock in
2025-05-01,Cystaid,98.5,2955.0,stock in
2025-05-01,Phenobarbital,135.0,4050.0,stock in
2025-05-01,Adequan Canine,122.0,6100.0,stock in
2025-05-01,DiarStop,129.67000000000002,1945.0500000000002,stock in
2025-05-01,Atopica (Cyclosporine),167.5,15075.0,stock in
2025-05-01,BoneHeal,6.98,279.20000000000005,stock in
2025-05-01,Clavamox (Amoxicillin/Clavulanic),314.0,7850.0,stock in
2025-05-01,Renal Support RX (Cat),14.440000000000001,722.00000000000011,stock in
2025-05-01,Gabapentin,70.0,3850.0,stock in
2025-06-01,Virbac C.E.T. Enzymatic Oral Gel,84.4,1266.0,stock in
2025-06-01,Gabapentin,71.5,3932.5,stock in
2025-06-01,Fenbendazole (Panacur),196.0,4312.0,stock in
2025-06-01,FlexiJoint (Dog),10.36,518.0,stock in
2025-06-01,Beano,22.1,442.0,stock in
2025-06-01,Tobrex (Tobramycin),89.0,1335.0,stock in
2025-06-01,Frontline Plus,137.0,4795.0,stock in
2025-06-01,SlimPaws,12.4,434.0,stock in
2025-06-01,Adequan Canine,246.0,12300.0,stock in
2025-06-01,RespiraTonic,10.0,300.0,stock in
2025-06-01,Petromalt,30.700000000000003,767.50000000000011,stock in
2025-06-01,Atopica (Cyclosporine),178.0,16020.0,stock in
2025-06-01,Vetmedin (Pimobendan),957.0,57420.0,stock in
2025-06-01,FungalGuard,5.26,210.39999999999998,stock in
2025-06-01,Methimazole,74.0,1628.0,stock in
2025-06-01,Cystaid,45.0,1350.0,stock in
2025-06-01,Tresaderm (Antibiotic Drops),101.0,2020.0,stock in
2025-06-01,CushiVet,18.97,853.65,stock in
2025-06-01,Rimadyl (Carprofen),116.0,5220.0,stock in
2025-06-01,Prednisolone,12.84,282.48,stock in
2025-06-01,RetinoGuard,19.9,994.99999999999989,stock in
2025-06-01,Phenobarbital,90.0,2700.0,stock in
2025-06-01,AllerEx,15.69,345.18,stock in
2025-06-01,UroVet,48.59,1360.52,stock in
2025-06-01,Enzymatic Dental Gel,4.2,105.0,stock in
2025-06-01,ArthriFlex,17.6,612.0,stock in
2025-06-01,Clavamox (Amoxicillin/Clavulanic),261.0,6525.0,stock in
2025-06-01,BoneHeal,12.879999999999999,515.19999999999993,stock in
2025-06-01,Palladia (Toceranib Phosphate),144.5,17340.0,stock in
2025-06-01,ThyroVet,33.46,1338.4,stock in
2025-06-01,CardioVet,39.44,1972.0,stock in
2025-06-01,FleaGuard,6.55,131.0,stock in
2025-06-01,GingivaPlus,10.56,295.68,stock in
2025-06-01,Nutra Thrive Canine,4.24,254.4,stock in
2025-06-01,Renal Support RX (Cat),18.8,940.0,stock in
2025-06-01,Dasuquin Advanced,29.85,2089.5,stock in
2025-06-01,VetriScience Perio Support,7.5,210.0,stock in
2025-06-01,FleaStop,12.27,306.75,stock in
2025-06-01,Cephalexin (500 mg),82.0,1640.0,stock in
2025-06-01,WormGuard,8.54,128.1,stock in
2025-06-01,EyeClear,37.1,667.80000000000007,stock in
2025-06-01,Torbutrol (Butorphanol Tartrate),66.5,2660.0,stock in
2025-06-01,Otomax (Mometasone Furoate),40.8,1835.9999999999998,stock in
2025-06-01,Metronidazole,294.0,2940.0,stock in
2025-06-01,Enrofloxacin (Baytril),58.5,1170.0,stock in
2025-06-01,EarClear,19.8,198.0,stock in
2025-06-01,Cerenia (Maropitant),170.0,8500.0,stock in
2025-06-01,OraVet Dental Gel,51.75,1293.75,stock in
2025-06-01,Hill's Prescription Diet w/d,12.85,963.75,stock in
2025-06-01,Canine Eye Health,6.7,201.0,stock in
2025-06-01,Levothyroxine,18.2,364.0,stock in
2025-06-01,OtitisClean,27.200000000000003,408.00000000000006,stock in
2025-06-01,OncoCare,14.98,1273.3,stock in
2025-06-01,WetTailMed,19.3,231.60000000000002,stock in
2025-06-01,WormAway,7.74,77.4,stock in
2025-06-01,DiarStop,126.4,1896.0,stock in
2025-06-01,Zyrtec (Cetirizine),41.3,826.0,stock in
2025-06-01,Dermacure,7.5600000000000005,136.08,stock in
2025-06-01,Adequan Canine Injection,129.0,7740.0,stock in
2025-06-01,Griseofulvin,182.5,2737.5,stock in
2025-07-01,BoneHeal,2.64,105.60000000000001,stock in
2025-07-01,Clavamox (Amoxicillin/Clavulanic),319.0,7975.0,stock in
2025-07-01,AllerEx,6.33,139.26,stock in
2025-07-01,Prednisolone,16.23,357.06,stock in
2025-07-01,Fenbendazole (Panacur),201.0,4422.0,stock in
2025-07-01,Tobrex (Tobramycin),130.5,1957.5,stock in
2025-07-01,ThyroVet,30.200000000000003,1208.0,stock in
2025-07-01,FleaGuard,2.5,50.0,stock in
2025-07-01,OtitisClean,27.200000000000003,408.00000000000006,stock in
2025-07-01,Cystaid,63.5,1905.0,stock in
2025-07-01,EarClear,21.7,217.0,stock in
2025-07-01,WormGuard,8.9699999999999989,134.54999999999998,stock in
2025-07-01,FungalGuard,9.8,392.0,stock in
2025-07-01,Adequan Canine,272.0,13600.0,stock in
2025-07-01,Zyrtec (Cetirizine),24.299999999999997,485.99999999999994,stock in
2025-07-01,Griseofulvin,132.0,1980.0,stock in
2025-07-01,GingivaPlus,5.27,147.56,stock in
2025-07-01,Palladia (Toceranib Phosphate),133.5,16020.0,stock in
2025-07-01,Cerenia (Maropitant),117.0,5850.0,stock in
2025-07-01,UroVet,39.55,1107.3999999999999,stock in
2025-07-01,EyeClear,36.3,653.4,stock in
2025-07-01,Methimazole,70.0,1540.0,stock in
2025-07-01,FlexiJoint (Dog),13.48,674.0,stock in
2025-07-01,CardioVet,15.48,774.0,stock in
2025-07-01,WormAway,4.76,47.599999999999994,stock in
2025-07-01,Vetmedin (Pimobendan),818.0,49080.0,stock in
2025-07-01,OraVet Dental Gel,38.0,950.0,stock in
2025-07-01,Virbac C.E.T. Enzymatic Oral Gel,67.0,1005.0,stock in
2025-07-01,Petromalt,23.3,582.5,stock in
2025-07-01,FleaStop,8.01,200.25,stock in
2025-07-01,Adequan Canine Injection,135.0,8100.0,stock in
2025-07-01,Dasuquin Advanced,26.55,1858.5,stock in
2025-07-01,SlimPaws,3.32,116.19999999999999,stock in
2025-07-01,Levothyroxine,14.25,285.0,stock in
2025-07-01,RetinoGuard,20.700000000000003,1035.0000000000002,stock in
2025-07-01,Metronidazole,330.0,3300.0,stock in
2025-07-01,Atopica (Cyclosporine),145.5,13095.0,stock in
2025-07-01,Enzymatic Dental Gel,6.68,167.0,stock in
2025-07-01,Dermacure,10.92,196.56,stock in
2025-07-01,WetTailMed,21.3,255.60000000000002,stock in
2025-07-01,Nutra Thrive Canine,8.7,522.0,stock in
2025-07-01,Enrofloxacin (Baytril),104.5,2090.0,stock in
2025-07-01,Beano,23.5,470.0,stock in
2025-07-01,DiarStop,63.370000000000005,950.55000000000007,stock in
2025-07-01,VetriScience Perio Support,0.48,13.44,stock in
2025-07-01,Gabapentin,75.0,4125.0,stock in
2025-07-01,Phenobarbital,68.5,2055.0,stock in
2025-07-01,Otomax (Mometasone Furoate),25.6,1152.0,stock in
2025-07-01,Hill's Prescription Diet w/d,6.85,513.75,stock in
2025-07-01,Renal Support RX (Cat),5.91,295.5,stock in
2025-07-01,Canine Eye Health,4.8000000000000007,144.00000000000003,stock in
2025-07-01,ArthriFlex,37.58,1264.4,stock in
2025-07-01,Cephalexin (500 mg),48.0,960.0,stock in
2025-07-01,Frontline Plus,192.0,6720.0,stock in
2025-07-01,Tresaderm (Antibiotic Drops),42.0,840.0,stock in
2025-07-01,Torbutrol (Butorphanol Tartrate),47.5,1900.0,stock in
2025-07-01,CushiVet,22.57,1015.65,stock in
2025-07-01,RespiraTonic,11.16,334.8,stock in
2025-07-01,Rimadyl (Carprofen),138.5,6232.5,stock in
2025-07-01,OncoCare,11.58,984.3,stock in
2025-08-01,CushiVet,8.23,370.35,stock in
2025-08-01,RetinoGuard,17.3,865.0,stock in
2025-08-01,WormGuard,3.85,57.75,stock in
2025-08-01,Clavamox (Amoxicillin/Clavulanic),208.0,5200.0,stock in
2025-08-01,Palladia (Toceranib Phosphate),64.5,7740.0,stock in
2025-08-01,Tobrex (Tobramycin),156.0,2340.0,stock in
2025-08-01,Dasuquin Advanced,20.15,1410.5,stock in
2025-08-01,Cephalexin (500 mg),78.0,1560.0,stock in
2025-08-01,AllerEx,12.18,267.96,stock in
2025-08-01,Rimadyl (Carprofen),142.0,6390.0,stock in
2025-08-01,Metronidazole,248.0,2480.0,stock in
2025-08-01,WetTailMed,12.600000000000001,151.20000000000002,stock in
2025-08-01,Gabapentin,55.0,3025.0,stock in
2025-08-01,EarClear,11.8,118.0,stock in
2025-08-01,Cerenia (Maropitant),166.0,8300.0,stock in
2025-08-01,Cystaid,66.0,1980.0,stock in
2025-08-01,Beano,13.600000000000001,272.0,stock in
2025-08-01,FungalGuard,1.94,77.6,stock in
2025-08-01,Levothyroxine,8.95,179.0,stock in
2025-08-01,Methimazole,57.75,1270.5,stock in
2025-08-01,OraVet Dental Gel,30.25,756.25,stock in
2025-08-01,CardioVet,18.12,906.0,stock in
2025-08-01,OtitisClean,22.1,331.5,stock in
2025-08-01,DiarStop,70.36,1055.4,stock in
2025-08-01,UroVet,46.08,1290.24,stock in
2025-08-01,Virbac C.E.T. Enzymatic Oral Gel,35.0,525.0,stock in
2025-08-01,Griseofulvin,99.5,1492.5,stock in
2025-08-01,Hill's Prescription Diet w/d,16.0,1200.0,stock in
2025-08-01,Dermacure,0.6,10.799999999999999,stock in
2025-08-01,FleaStop,7.9399999999999995,198.5,stock in
2025-08-01,Torbutrol (Butorphanol Tartrate),42.0,1680.0,stock in
2025-08-01,VetriScience Perio Support,8.6,240.79999999999998,stock in
2025-08-01,ArthriFlex,30.220000000000002,1039.6,stock in
2025-08-01,OncoCare,6.64,564.4,stock in
2025-08-01,Adequan Canine,275.0,13750.0,stock in
2025-08-01,GingivaPlus,8.93,250.04,stock in
2025-08-01,Tresaderm (Antibiotic Drops),22.5,450.0,stock in
2025-08-01,Adequan Canine Injection,154.0,9240.0,stock in
2025-08-01,Phenobarbital,37.5,1125.0,stock in
2025-08-01,Atopica (Cyclosporine),76.0,6840.0,stock in
2025-08-01,BoneHeal,3.8,152.0,stock in
2025-08-01,Prednisolone,17.25,379.5,stock in
2025-08-01,WormAway,11.43,114.3,stock in
2025-08-01,Nutra Thrive Canine,11.9,714.0,stock in
2025-08-01,EyeClear,39.5,711.0,stock in
2025-08-01,FleaGuard,5.25,105.0,stock in
2025-08-01,Vetmedin (Pimobendan),622.0,37320.0,stock in
2025-08-01,Renal Support RX (Cat),5.36,268.0,stock in
2025-08-01,RespiraTonic,3.98,119.4,stock in
2025-08-01,Fenbendazole (Panacur),130.0,2860.0,stock in
2025-08-01,Frontline Plus,221.0,7735.0,stock in
2025-08-01,Petromalt,14.0,350.0,stock in
2025-08-01,Otomax (Mometasone Furoate),39.8,1790.9999999999998,stock in
2025-08-01,ThyroVet,23.19,927.6,stock in
2025-08-01,Zyrtec (Cetirizine),50.9,1018.0,stock in
2025-08-01,Enrofloxacin (Baytril),27.0,540.0,stock in
2025-08-01,Enzymatic Dental Gel,5.62,140.5,stock in
2025-08-01,SlimPaws,5.74,200.9,stock in
2025-08-01,Canine Eye Health,10.26,307.8,stock in
2025-08-01,FlexiJoint (Dog),10.5,525.0,stock in
2025-09-01,Phenobarbital,25.5,765.0,stock in
2025-09-01,Virbac C.E.T. Enzymatic Oral Gel,37.4,561.0,stock in
2025-09-01,Beano,11.8,236.0,stock in
2025-09-01,WormAway,10.28,102.8,stock in
2025-09-01,Tresaderm (Antibiotic Drops),30.5,610.0,stock in
2025-09-01,VetriScience Perio Support,2.9,81.2,stock in
2025-09-01,Palladia (Toceranib Phosphate),58.0,6960.0,stock in
2025-09-01,Cystaid,27.0,810.0,stock in
2025-09-01,OtitisClean,17.9,268.5,stock in
2025-09-01,Zyrtec (Cetirizine),41.099999999999994,821.99999999999989,stock in
2025-09-01,Fenbendazole (Panacur),121.0,2662.0,stock in
2025-09-01,Rimadyl (Carprofen),69.5,3127.5,stock in
2025-09-01,Adequan Canine,118.0,5900.0,stock in
2025-09-01,Metronidazole,153.0,1530.0,stock in
2025-09-01,Cerenia (Maropitant),93.0,4650.0,stock in
2025-09-01,Methimazole,48.5,1067.0,stock in
2025-09-01,BoneHeal,4.34,173.6,stock in
2025-09-01,Vetmedin (Pimobendan),354.0,21240.0,stock in
2025-09-01,FlexiJoint (Dog),10.9,545.0,stock in
2025-09-01,Prednisolone,14.08,309.76,stock in
2025-09-01,FleaStop,11.89,297.25,stock in
2025-09-01,Canine Eye Health,1.68,50.4,stock in
2025-09-01,EarClear,16.3,163.0,stock in
2025-09-01,Dasuquin Advanced,19.55,1368.5,stock in
2025-09-01,Renal Support RX (Cat),11.95,597.5,stock in
2025-09-01,Clavamox (Amoxicillin/Clavulanic),178.0,4450.0,stock in
2025-09-01,Nutra Thrive Canine,2.02,121.2,stock in
2025-09-01,Otomax (Mometasone Furoate),34.4,1548.0,stock in
2025-09-01,ArthriFlex,33.84,1140.2,stock in
2025-09-01,DiarStop,54.07,811.05,stock in
2025-09-01,WormGuard,11.95,179.25,stock in
2025-09-01,Hill's Prescription Diet w/d,8.3,622.5,stock in
2025-09-01,FleaGuard,10.8,216.0,stock in
2025-09-01,AllerEx,11.41,251.02,stock in
2025-09-01,ThyroVet,11.9,476.0,stock in
2025-09-01,Torbutrol (Butorphanol Tartrate),29.0,1160.0,stock in
2025-09-01,Tobrex (Tobramycin),87.5,1312.5,stock in
2025-09-01,Dermacure,10.32,185.76,stock in
2025-09-01,Frontline Plus,59.0,2065.0,stock in
2025-09-01,OncoCare,6.78,576.30000000000007,stock in
2025-09-01,CushiVet,10.3,463.50000000000006,stock in
2025-09-01,RespiraTonic,4.2,126.0,stock in
2025-09-01,CardioVet,19.92,996.00000000000011,stock in
2025-09-01,Enrofloxacin (Baytril),66.0,1320.0,stock in
2025-09-01,WetTailMed,9.1,109.19999999999999,stock in
2025-09-01,FungalGuard,0.94000000000000006,37.6,stock in
2025-09-01,UroVet,39.47,1105.1599999999999,stock in
2025-09-01,Griseofulvin,147.5,2212.5,stock in
2025-09-01,RetinoGuard,23.200000000000003,1160.0000000000002,stock in
2025-09-01,Gabapentin,47.0,2585.0,stock in
2025-09-01,Atopica (Cyclosporine),91.0,8190.0,stock in
2025-09-01,EyeClear,27.8,500.40000000000003,stock in
2025-09-01,Adequan Canine Injection,181.0,10860.0,stock in
2025-09-01,GingivaPlus,0.72,20.16,stock in
2025-09-01,OraVet Dental Gel,19.5,487.5,stock in
2025-09-01,Petromalt,16.1,402.50000000000006,stock in
2025-09-01,SlimPaws,3.63,127.05,stock in
2025-09-01,Cephalexin (500 mg),33.0,660.0,stock in
2025-09-01,Levothyroxine,11.95,239.0,stock in
2025-09-01,Enzymatic Dental Gel,4.64,115.99999999999999,stock in
2025-10-01,Zyrtec (Cetirizine),8.9,178.0,stock in
2025-10-01,ArthriFlex,35.5,1228.0,stock in
2025-10-01,Rimadyl (Carprofen),82.0,3690.0,stock in
2025-10-01,FungalGuard,4.12,164.8,stock in
2025-10-01,SlimPaws,4.93,172.54999999999998,stock in
2025-10-01,BoneHeal,10.92,436.8,stock in
2025-10-01,RetinoGuard,4.1,204.99999999999997,stock in
2025-10-01,Metronidazole,84.0,840.0,stock in
2025-10-01,Renal Support RX (Cat),13.57,678.5,stock in
2025-10-01,Phenobarbital,59.5,1785.0,stock in
2025-10-01,OraVet Dental Gel,7.5,187.5,stock in
2025-10-01,Tresaderm (Antibiotic Drops),40.0,800.0,stock in
2025-10-01,FleaStop,12.65,316.25,stock in
2025-10-01,EyeClear,9.6000000000000014,172.8,stock in
2025-10-01,Cephalexin (500 mg),24.0,480.0,stock in
2025-10-01,ThyroVet,9.55,382.0,stock in
2025-10-01,Levothyroxine,8.1,162.0,stock in
2025-10-01,AllerEx,11.89,261.58000000000004,stock in
2025-10-01,CardioVet,9.6,480.0,stock in
2025-10-01,Prednisolone,6.24,137.28,stock in
2025-10-01,Enzymatic Dental Gel,4.64,115.99999999999999,stock in
2025-10-01,Adequan Canine Injection,95.0,5700.0,stock in
2025-10-01,Atopica (Cyclosporine),51.0,4590.0,stock in
2025-10-01,Vetmedin (Pimobendan),205.0,12300.0,stock in
2025-10-01,Canine Eye Health,8.3,249.00000000000003,stock in
2025-10-01,GingivaPlus,10.23,286.44,stock in
2025-10-01,Hill's Prescription Diet w/d,8.25,618.75,stock in
2025-10-01,Palladia (Toceranib Phosphate),46.5,5580.0,stock in
2025-10-01,WormAway,11.29,112.89999999999999,stock in
2025-10-01,UroVet,31.830000000000002,891.24,stock in
2025-10-01,Nutra Thrive Canine,4.32,259.20000000000005,stock in
2025-10-01,Methimazole,29.75,654.5,stock in
2025-10-01,Beano,9.8,196.0,stock in
2025-10-01,OncoCare,7.81,663.85,stock in
2025-10-01,Petromalt,19.4,484.99999999999994,stock in
2025-10-01,RespiraTonic,1.18,35.4,stock in
2025-10-01,Tobrex (Tobramycin),57.0,855.0,stock in
2025-10-01,WormGuard,7.23,108.45,stock in
2025-10-01,Clavamox (Amoxicillin/Clavulanic),146.5,3662.5,stock in
2025-10-01,FleaGuard,6.71,134.2,stock in
2025-10-01,Gabapentin,40.5,2227.5,stock in
2025-10-01,DiarStop,35.83,537.44999999999993,stock in
2025-10-01,OtitisClean,20.5,307.5,stock in
2025-10-01,Virbac C.E.T. Enzymatic Oral Gel,25.4,381.0,stock in
2025-10-01,Cystaid,26.0,780.0,stock in
2025-10-01,Otomax (Mometasone Furoate),25.8,1161.0,stock in
2025-10-01,Torbutrol (Butorphanol Tartrate),15.5,620.0,stock in
2025-10-01,Dasuquin Advanced,13.65,955.5,stock in
2025-10-01,CushiVet,11.74,528.3,stock in
2025-10-01,Cerenia (Maropitant),26.0,1300.0,stock in
2025-10-01,Griseofulvin,45.5,682.5,stock in
2025-10-01,EarClear,12.4,124.0,stock in
2025-10-01,FlexiJoint (Dog),12.64,632.0,stock in
2025-10-01,Enrofloxacin (Baytril),31.0,620.0,stock in
2025-10-01,Frontline Plus,115.0,4025.0,stock in
2025-10-01,WetTailMed,12.6,151.2,stock in
2025-10-01,Adequan Canine,74.0,3700.0,stock in
2025-10-01,Fenbendazole (Panacur),142.0,3124.0,stock in
2025-10-01,VetriScience Perio Support,9.42,263.76,stock in
2025-10-01,Dermacure,2.08,37.44,stock in
2025-11-01,Methimazole,28.25,621.5,stock in
2025-11-01,Cerenia (Maropitant),86.0,4300.0,stock in
2025-11-01,Griseofulvin,47.5,712.5,stock in
2025-11-01,UroVet,16.630000000000003,465.6400000000001,stock in
2025-11-01,AllerEx,2.84,62.48,stock in
2025-11-01,Adequan Canine,33.0,1650.0,stock in
2025-11-01,Atopica (Cyclosporine),51.0,4590.0,stock in
2025-11-01,Clavamox (Amoxicillin/Clavulanic),103.0,2575.0,stock in
2025-11-01,Fenbendazole (Panacur),35.0,770.0,stock in
2025-11-01,Tobrex (Tobramycin),52.5,787.5,stock in
2025-11-01,RetinoGuard,24.4,1220.0,stock in
2025-11-01,VetriScience Perio Support,4.4,123.20000000000002,stock in
2025-11-01,Virbac C.E.T. Enzymatic Oral Gel,20.6,309.0,stock in
2025-11-01,OncoCare,10.63,903.55000000000007,stock in
2025-11-01,WormGuard,6.72,100.8,stock in
2025-11-01,CushiVet,13.28,597.6,stock in
2025-11-01,FleaGuard,4.3,86.0,stock in
2025-11-01,WetTailMed,5.5,66.0,stock in
2025-11-01,Nutra Thrive Canine,2.56,153.6,stock in
2025-11-01,Dasuquin Advanced,13.100000000000001,917.00000000000011,stock in
2025-11-01,OtitisClean,4.8,72.0,stock in
2025-11-01,Enzymatic Dental Gel,3.1,77.5,stock in
2025-11-01,Hill's Prescription Diet w/d,1.4,105.0,stock in
2025-11-01,FungalGuard,9.3,372.0,stock in
2025-11-01,Phenobarbital,13.0,390.0,stock in
2025-11-01,Rimadyl (Carprofen),25.5,1147.5,stock in
2025-11-01,ArthriFlex,19.28,673.4,stock in
2025-11-01,SlimPaws,7.45,260.75,stock in
2025-11-01,Enrofloxacin (Baytril),36.0,720.0,stock in
2025-11-01,Zyrtec (Cetirizine),10.8,216.0,stock in
2025-11-01,DiarStop,28.23,423.45,stock in
2025-11-01,BoneHeal,4.62,184.8,stock in
2025-11-01,Cephalexin (500 mg),17.0,340.0,stock in
2025-11-01,OraVet Dental Gel,7.25,181.25,stock in
2025-11-01,RespiraTonic,7.3,219.0,stock in
2025-11-01,ThyroVet,11.2,448.0,stock in
2025-11-01,EarClear,15.3,153.0,stock in
2025-11-01,Gabapentin,31.5,1732.5,stock in
2025-11-01,WormAway,7.24,72.4,stock in
2025-11-01,Otomax (Mometasone Furoate),18.8,846.0,stock in
2025-11-01,Beano,12.0,240.0,stock in
2025-11-01,Renal Support RX (Cat),7.5900000000000007,379.50000000000006,stock in
2025-11-01,EyeClear,16.1,289.8,stock in
2025-11-01,Palladia (Toceranib Phosphate),44.5,5340.0,stock in
2025-11-01,Canine Eye Health,6.64,199.2,stock in
2025-11-01,Tresaderm (Antibiotic Drops),26.5,530.0,stock in
2025-11-01,Frontline Plus,96.0,3360.0,stock in
2025-11-01,Levothyroxine,2.75,55.0,stock in
2025-11-01,Prednisolone,0.82000000000000006,18.040000000000003,stock in
2025-11-01,Cystaid,51.0,1530.0,stock in
2025-11-01,Dermacure,1.06,19.080000000000002,stock in
2025-11-01,GingivaPlus,1.48,41.44,stock in
2025-11-01,Petromalt,11.4,285.0,stock in
2025-11-01,Adequan Canine Injection,50.0,3000.0,stock in
2025-11-01,FlexiJoint (Dog),10.56,528.0,stock in
2025-11-01,Vetmedin (Pimobendan),179.0,10740.0,stock in
2025-11-01,Metronidazole,93.0,930.0,stock in
2025-11-01,CardioVet,13.44,672.0,stock in
2025-11-01,Torbutrol (Butorphanol Tartrate),33.0,1320.0,stock in
2025-11-01,FleaStop,1.78,44.5,stock in
2025-12-01,Beano,10.8,216.0,stock in
2025-12-01,Frontline Plus,20.0,700.0,stock in
2025-12-01,OtitisClean,2.1,31.5,stock in
2025-12-01,FleaStop,0.18,4.5,stock in
2025-12-01,RetinoGuard,4.4,220.00000000000003,stock in
2025-12-01,Cystaid,20.0,600.0,stock in
2025-12-01,CardioVet,6.52,326.0,stock in
2025-12-01,Enzymatic Dental Gel,7.04,176.0,stock in
2025-12-01,Cephalexin (500 mg),38.0,760.0,stock in
2025-12-01,ArthriFlex,1.06,35.8,stock in
2025-12-01,WormAway,2.6,26.0,stock in
2025-12-01,WormGuard,8.42,126.3,stock in
2025-12-01,Methimazole,21.0,462.0,stock in
2025-12-01,Dermacure,1.1400000000000001,20.520000000000003,stock in
2025-12-01,Metronidazole,33.0,330.0,stock in
2025-12-01,Enrofloxacin (Baytril),11.5,230.0,stock in
2025-12-01,Zyrtec (Cetirizine),3.9,78.0,stock in
2025-12-01,Clavamox (Amoxicillin/Clavulanic),39.0,975.0,stock in
2025-12-01,CushiVet,5.6,251.99999999999997,stock in
2025-12-01,Gabapentin,17.5,962.5,stock in
2025-12-01,Dasuquin Advanced,11.85,829.5,stock in
2025-12-01,OncoCare,5.63,478.55,stock in
2025-12-01,Atopica (Cyclosporine),32.0,2880.0,stock in
2025-12-01,Tobrex (Tobramycin),49.0,735.0,stock in
2025-12-01,Cerenia (Maropitant),7.0,350.0,stock in
2025-12-01,Tresaderm (Antibiotic Drops),14.0,280.0,stock in
2025-12-01,EyeClear,12.1,217.79999999999998,stock in
2025-12-01,Phenobarbital,2.0,60.0,stock in
2025-12-01,Renal Support RX (Cat),7.51,375.5,stock in
2025-12-01,AllerEx,0.63,13.86,stock in
2025-12-01,ThyroVet,5.21,208.4,stock in
2025-12-01,Adequan Canine Injection,20.0,1200.0,stock in
2025-12-01,FlexiJoint (Dog),10.2,509.99999999999994,stock in
2025-12-01,Otomax (Mometasone Furoate),10.2,458.99999999999994,stock in
2025-12-01,Virbac C.E.T. Enzymatic Oral Gel,11.6,174.0,stock in
2025-12-01,WetTailMed,8.6,103.19999999999999,stock in
