month_invoice,invoice_id,supplier,med_name,packs,price,total_price
2024-09-01,G704E29PQQQVF4B3,Pets Pharma,GingivaPlus,11.05,28,309.40000000000003
2024-09-01,RVA2AO7Q7QGSUG08,Vet Pharma Inc.,Griseofulvin,187.0,15,2805.0
2024-09-01,O4TEFUC1COB7TE5P,Vet Supplies Co.,Hill's Prescription Diet w/d,16.6,75,1245.0
2024-09-01,XN7ECUE3MK157YD0,Pets Pharma,Levothyroxine,16.65,20,333.0
2024-09-01,PDRTZI8GSUSG3KEK,Pets Pharma,Methimazole,77.75,22,1710.5
2024-09-01,3S2OLUHDV8XAATXB,Vet Supplies Co.,Metronidazole,484.0,10,4840.0
2024-09-01,N7JTEWUD1F94EOVK,Vet Supplies Co.,Nutra Thrive Canine,12.76,60,765.6
2024-09-01,03TVNQ2EDJR0WPEM,Animal Meds Ltd.,OncoCare,11.04,85,938.4
2024-09-01,UOQMMVJ5CBGCQGXL,Vet Pharma Inc.,OraVet Dental Gel,53.0,25,1325.0
2024-09-01,NM7HTNMRU07VV7FV,Animal Meds Ltd.,OtitisClean,25.6,15,384.0
2024-09-01,YQRICZ3UW5ELV7E6,Vet Supplies Co.,Otomax (Mometasone Furoate),42.0,45,1890.0
2024-09-01,5IP4NXMUVUA2PLXS,Vet Supplies Co.,Palladia (Toceranib Phosphate),125.5,120,15060.0
2024-09-01,K9Y7HS2O39NTNX2T,Animal Meds Ltd.,Petromalt,30.200000000000003,25,755.0000000000001
2024-09-01,7MYB5QBR1JF1SICC,Animal Meds Ltd.,Phenobarbital,94.5,30,2835.0
2024-09-01,Q6F4CHH4BEGRPNO4,Vet Supplies Co.,Prednisolone,16.259999999999998,22,357.71999999999997
2024-09-01,K0B0RR6TEP0IZQM5,Animal Meds Ltd.,Renal Support RX (Cat),25.200000000000003,50,1260.0000000000002
2024-09-01,S6O7ARLLEH65H6QC,Vet Pharma Inc.,RespiraTonic,8.1,30,243.0
2024-09-01,YSEBH8ELD91GTINV,Animal Meds Ltd.,RetinoGuard,47.1,50,2355.0
2024-09-01,WROATCGBEUIHLQKQ,Vet Pharma Inc.,Rimadyl (Carprofen),226.5,45,10192.5
2024-09-01,2VZYF6WXLNFHS59A,Vet Supplies Co.,SlimPaws,9.49,35,332.15000000000003
2024-09-01,RTDDQJ8C0DLULJVR,Vet Supplies Co.,ThyroVet,31.79,40,1271.6
2024-09-01,BW2I9FNOR5W6E98V,Pets Pharma,Tobrex (Tobramycin),208.0,15,3120.0
2024-09-01,ZDPUB8205RXY66A6,Vet Supplies Co.,Torbutrol (Butorphanol Tartrate),50.5,40,2020.0
2024-09-01,LGVEJ35D242I8SFI,Animal Meds Ltd.,Tresaderm (Antibiotic Drops),93.5,20,1870.0
2024-09-01,7GPQOI4PLV1DV0LB,Animal Meds Ltd.,UroVet,57.75,28,1617.0
2024-09-01,FZK5CDEMGFPQAMTS,Animal Meds Ltd.,Vetmedin (Pimobendan),900.0,60,54000.0
2024-09-01,KR2BH4NE663QZ6FQ,Pets Pharma,VetriScience Perio Support,7.84,28,219.51999999999998
2024-09-01,5AGCJ7KIRJKR6IDJ,Animal Meds Ltd.,Virbac C.E.T. Enzymatic Oral Gel,117.6,15,1764.0
2024-09-01,EKGAFL4A1K8UD4VC,Vet Pharma Inc.,WetTailMed,22.3,12,267.6
2024-09-01,OXHMBZ7939CPU4W1,Vet Pharma Inc.,WormAway,3.19,10,31.9
2024-09-01,V7DSQSQNIFPCXM3G,Pets Pharma,WormGuard,17.85,15,267.75
2024-09-01,J9AS2YGGO1JXBU61,Vet Pharma Inc.,Zyrtec (Cetirizine),43.8,20,876.0
2024-10-01,7T5KTD1U1205P3VK,Pets Pharma,Adequan Canine,274.0,50,13700.0
2024-10-01,J9XE8OXEBK4HW08Y,Pets Pharma,Adequan Canine Injection,253.0,60,15180.0
2024-10-01,026K199BH5TFABRA,Animal Meds Ltd.,AllerEx,16.39,22,360.58000000000004
2024-10-01,F7XYVPHKYI9IMQSN,Vet Supplies Co.,ArthriFlex,5.84,30,175.2
2024-10-01,KK703G34Y44SHGPW,Vet Pharma Inc.,Arthroflex,68.2,35,2387.0
2024-10-01,1SDEU94UU2TYUKXI,Animal Meds Ltd.,Atopica (Cyclosporine),268.5,90,24165.0
2024-10-01,FIA6UEW5FFDUIV6J,Pets Pharma,Beano,31.8,20,636.0
2024-10-01,9CUMS18WVIKXUV00,Vet Supplies Co.,BoneHeal,12.4,40,496.0
2024-10-01,C4LQ36U4BG9PVZA7,Vet Pharma Inc.,Canine Eye Health,17.259999999999998,30,517.8
2024-10-01,VY209BO4CJD29VQD,Pets Pharma,CardioVet,40.68,50,2034.0
2024-10-01,4QDO4IKVJDE05J29,Pets Pharma,Cephalexin (500 mg),117.0,20,2340.0
2024-10-01,MH0P87BUF9JP5JDD,Animal Meds Ltd.,Cerenia (Maropitant),225.0,50,11250.0
2024-10-01,7HVEIVPKMCQ4WZ9W,Vet Supplies Co.,Clavamox (Amoxicillin + Clavulanic),282.5,25,7062.5
2024-10-01,26MT92L7X5RSYCD8,Vet Pharma Inc.,Clavamox (Amoxicillin/Clavulanic),206.5,25,5162.5
2024-10-01,Z2UUHC6B9IGP8X1R,Vet Pharma Inc.,CushiVet,24.16,45,1087.2
2024-10-01,G3WIHSO8ZYYW2P0J,Animal Meds Ltd.,Cystaid,75.0,30,2250.0
2024-10-01,CGQD8267S05WNDFO,Vet Supplies Co.,Dasuquin Advanced,48.6,70,3402.0
2024-10-01,PFU0PS06PFP99PLS,Pets Pharma,Dermacure,12.66,18,227.88
2024-10-01,KGX1R26MFA84JD8N,Vet Supplies Co.,DiarStop,112.76,15,1691.4
2024-10-01,KURUAHZH71JD0DPG,Animal Meds Ltd.,EarClear,32.0,10,320.0
2024-10-01,ONG2YQ2PORY0RL8G,Animal Meds Ltd.,Enrofloxacin (Baytril),87.0,20,1740.0
2024-10-01,XJYBQQ4WSZEU21ED,Vet Pharma Inc.,Enzymatic Dental Gel,11.82,25,295.5
2024-10-01,PDY1D6WRS4TKPKDQ,Vet Pharma Inc.,EyeClear,50.900000000000006,18,916.2
2024-10-01,RPTS7Z7Z24UFVSRN,Vet Pharma Inc.,Fenbendazole (Panacur),369.0,22,8118.0
2024-10-01,0S7LD7XK1B9QD6BY,Vet Supplies Co.,FleaGuard,5.97,20,119.39999999999999
2024-10-01,1NFOX7A562DSF0QE,Vet Supplies Co.,FleaStop,10.15,25,253.75
2024-10-01,IN9LJABGDKJS5YXM,Vet Supplies Co.,FlexiJoint (Dog),15.379999999999999,50,769.0
2024-10-01,LFK0ZAOHOCE5W1Z0,Animal Meds Ltd.,Frontline Plus,296.0,35,10360.0
2024-10-01,HXMJGYL7AGVX4B80,Vet Pharma Inc.,FungalGuard,10.76,40,430.4
2024-10-01,E173PMR937PZJH1Q,Animal Meds Ltd.,Gabapentin,92.0,55,5060.0
2024-10-01,XYP4MJLG8HSQ2D17,Pets Pharma,GingivaPlus,5.17,28,144.76
2024-10-01,ZBBC9RJ6EVFUORZH,Vet Supplies Co.,Griseofulvin,209.0,15,3135.0
2024-10-01,YPF6G32JJ1PKRT4J,Vet Supplies Co.,Hill's Prescription Diet w/d,11.350000000000001,75,851.2500000000001
2024-10-01,77V7JQDJ2ULWRHYW,Vet Pharma Inc.,Levothyroxine,17.15,20,343.0
2024-10-01,GDANOEES0URTSHGG,Vet Pharma Inc.,Methimazole,86.5,22,1903.0
2024-10-01,TWEAD1308XD280FV,Vet Supplies Co.,Metronidazole,570.0,10,5700.0
2024-10-01,QYM8O9UVAXSTNG6S,Pets Pharma,Nutra Thrive Canine,9.16,60,549.6
2024-10-01,9NWC3MN3JAL030ST,Pets Pharma,OncoCare,13.34,85,1133.9
2024-10-01,Q6K37K7XT42Y2J44,Pets Pharma,OraVet Dental Gel,53.5,25,1337.5
2024-10-01,HLMFJ6GVFHIHPXHZ,Pets Pharma,OtitisClean,28.700000000000003,15,430.50000000000006
2024-10-01,6VY3PPA0DVH7CYOT,Animal Meds Ltd.,Otomax (Mometasone Furoate),75.2,45,3384.0
2024-10-01,D6HY9H9B3OAHLZHM,Animal Meds Ltd.,Palladia (Toceranib Phosphate),159.5,120,19140.0
2024-10-01,5R01IMREWC1PZKMK,Vet Pharma Inc.,Petromalt,35.1,25,877.5
2024-10-01,4NG0MGM3CFN5U70N,Pets Pharma,Phenobarbital,101.5,30,3045.0
2024-10-01,YDL8D3BYMD7S08CB,Animal Meds Ltd.,Prednisolone,21.65,22,476.29999999999995
2024-10-01,PRV8SSW6F5E8VQ22,Animal Meds Ltd.,Renal Support RX (Cat),38.620000000000005,50,1931.0000000000002
2024-10-01,X13PLV3HCLTTFY33,Pets Pharma,RespiraTonic,4.88,30,146.4
2024-10-01,O9CNIUVJQI67TI0N,Pets Pharma,RetinoGuard,47.5,50,2375.0
2024-10-01,0AOJPSFLVJD6WSMK,Animal Meds Ltd.,Rimadyl (Carprofen),327.0,45,14715.0
2024-10-01,E0VEYSKUWCVIYSVG,Vet Pharma Inc.,SlimPaws,7.1899999999999995,35,251.64999999999998
2024-10-01,CBQ68AGXTUD4JHBI,Vet Supplies Co.,ThyroVet,30.3,40,1212.0
2024-10-01,XJA1GEFHTYBWWS3V,Animal Meds Ltd.,Tobrex (Tobramycin),308.0,15,4620.0
2024-10-01,LV4WWH28NOTFI3LU,Animal Meds Ltd.,Torbutrol (Butorphanol Tartrate),73.0,40,2920.0
2024-10-01,DHTMIY0P9KNMI087,Pets Pharma,Tresaderm (Antibiotic Drops),123.0,20,2460.0
2024-10-01,QIG6TET1XMLY69KQ,Pets Pharma,UroVet,81.95,28,2294.6
2024-10-01,P2NX9BH9C0ZBNLA3,Vet Pharma Inc.,Vetmedin (Pimobendan),1150.0,60,69000.0
2024-10-01,AZHXOBJLEOU5UK4T,Pets Pharma,VetriScience Perio Support,10.0,28,280.0
2024-10-01,7B1OE8FJ5VPEKMCG,Pets Pharma,Virbac C.E.T. Enzymatic Oral Gel,92.2,15,1383.0
2024-10-01,7PPEG2T12FL0UDVO,Pets Pharma,WetTailMed,17.6,12,211.20000000000002
2024-10-01,5U99IGU99B96WPH8,Vet Pharma Inc.,WormAway,12.4,10,124.0
2024-10-01,B72PMUD7NANYMSWS,Animal Meds Ltd.,WormGuard,8.35,15,125.25
2024-10-01,AUDK5HGOVAJ21VBE,Pets Pharma,Zyrtec (Cetirizine),71.2,20,1424.0
2024-11-01,7A1GQ36BXQE0W4ST,Vet Supplies Co.,Adequan Canine,428.0,50,21400.0
2024-11-01,X6CYAQPPJ4YDDO17,Pets Pharma,Adequan Canine Injection,342.0,60,20520.0
2024-11-01,XEEO7PHEWTNIJZ1C,Vet Supplies Co.,AllerEx,21.75,22,478.5
2024-11-01,RJP73O79RA3IKR4Y,Pets Pharma,ArthriFlex,16.0,30,480.0
2024-11-01,6CJI8FXBT9JS2SFB,Vet Supplies Co.,Arthroflex,55.2,35,1932.0
2024-11-01,IQNR22W1TPY12YQC,Pets Pharma,Atopica (Cyclosporine),197.0,90,17730.0
2024-11-01,TXYZ2KBUVGTCOSQ7,Pets Pharma,Beano,33.2,20,664.0
2024-11-01,JF9TE1JD6047L9U2,Animal Meds Ltd.,BoneHeal,12.9,40,516.0
2024-11-01,OANT2AN3LBWU4PYW,Animal Meds Ltd.,Canine Eye Health,5.0600000000000005,30,151.8
2024-11-01,RCK9GUH0VJVWGFDD,Vet Supplies Co.,CardioVet,44.84,50,2242.0
2024-11-01,VDZHSUGSMOO5K9EN,Animal Meds Ltd.,Cephalexin (500 mg),79.0,20,1580.0
2024-11-01,TWZ2KZ52FMZTT6IJ,Pets Pharma,Cerenia (Maropitant),163.0,50,8150.0
2024-11-01,DNCCN0NYPKJZPKAA,Animal Meds Ltd.,Clavamox (Amoxicillin + Clavulanic),261.5,25,6537.5
2024-11-01,XK1ONQ6DXBTO2ZZ6,Vet Pharma Inc.,Clavamox (Amoxicillin/Clavulanic),188.0,25,4700.0
2024-11-01,ALWKBV5VUGJHPNI8,Vet Supplies Co.,CushiVet,26.48,45,1191.6
2024-11-01,XU3HER5NX8X8VYSG,Vet Supplies Co.,Cystaid,144.5,30,4335.0
2024-11-01,JEL312V30WXX4SV6,Animal Meds Ltd.,Dasuquin Advanced,41.55,70,2908.5
2024-11-01,KQXCU39XVWSE8WE2,Vet Pharma Inc.,Dermacure,1.86,18,33.480000000000004
2024-11-01,F3HBTO8LLIQQ651U,Pets Pharma,DiarStop,148.92000000000002,15,2233.8
2024-11-01,6GD8E5YNHRUTIZWP,Animal Meds Ltd.,EarClear,24.700000000000003,10,247.00000000000003
2024-11-01,GOQRYOH5OAYJH2EW,Vet Supplies Co.,Enrofloxacin (Baytril),123.0,20,2460.0
2024-11-01,JNX5VTPWZ6757SJW,Pets Pharma,Enzymatic Dental Gel,11.280000000000001,25,282.0
2024-11-01,L5DMH3P45W3TPEE1,Pets Pharma,EyeClear,53.900000000000006,18,970.2
2024-11-01,0Q9ENNJVEU034RUZ,Animal Meds Ltd.,Fenbendazole (Panacur),177.0,22,3894.0
2024-11-01,NL084BV8IOOU5JEU,Vet Supplies Co.,FleaGuard,14.19,20,283.8
2024-11-01,M54UZSRZ5ZNYDK4H,Vet Pharma Inc.,FleaStop,12.41,25,310.25
2024-11-01,UCMQYVDYSR5KCRX3,Vet Pharma Inc.,FlexiJoint (Dog),19.740000000000002,50,987.0000000000001
2024-11-01,KXR6JNX1VPNV33RY,Vet Pharma Inc.,Frontline Plus,170.0,35,5950.0
2024-11-01,U1Y1YFY1NB22PV7E,Animal Meds Ltd.,FungalGuard,14.42,40,576.8
2024-11-01,GV42HF1DYDFGHM5X,Animal Meds Ltd.,Gabapentin,75.5,55,4152.5
2024-11-01,2H5DX1FG1UEYL2C0,Animal Meds Ltd.,GingivaPlus,3.77,28,105.56
2024-11-01,8KEEHIZFAO6EY95T,Vet Supplies Co.,Griseofulvin,223.5,15,3352.5
2024-11-01,A2G1JJVBMTUMPYZG,Animal Meds Ltd.,Hill's Prescription Diet w/d,11.4,75,855.0
2024-11-01,5TBSJZL7N9T7BNGH,Vet Pharma Inc.,Levothyroxine,16.05,20,321.0
2024-11-01,DE6GEXTKVLS2RR1F,Vet Pharma Inc.,Methimazole,106.0,22,2332.0
2024-11-01,JDCFVCDXPZLEV812,Animal Meds Ltd.,Metronidazole,579.0,10,5790.0
2024-11-01,ITQNB2G4UGZW6BCE,Vet Supplies Co.,Nutra Thrive Canine,3.46,60,207.6
2024-11-01,J9QFO9ZA9QZBKZNR,Animal Meds Ltd.,OncoCare,19.0,85,1615.0
2024-11-01,E8H9WMSOOZGOQEQ2,Vet Supplies Co.,OraVet Dental Gel,106.5,25,2662.5
2024-11-01,YSUQ1FCYLANJR9WY,Vet Supplies Co.,OtitisClean,46.2,15,693.0
2024-11-01,OFCY2Z0KYLX85Q6Q,Animal Meds Ltd.,Otomax (Mometasone Furoate),66.0,45,2970.0
2024-11-01,N7Z9J5ZY2UJ0QBGG,Animal Meds Ltd.,Palladia (Toceranib Phosphate),201.0,120,24120.0
2024-11-01,00T97AQW7UVOXKL1,Vet Pharma Inc.,Petromalt,31.1,25,777.5
2024-11-01,KEKGFQ4PXYG5NCCY,Animal Meds Ltd.,Phenobarbital,157.0,30,4710.0
2024-11-01,B7937Q49UHINRX2I,Animal Meds Ltd.,Prednisolone,19.25,22,423.5
2024-11-01,TJJQ18PW2YZJ3BAZ,Vet Pharma Inc.,Renal Support RX (Cat),42.34,50,2117.0
2024-11-01,PFCPI9KKRX3LQCJ5,Animal Meds Ltd.,RespiraTonic,8.56,30,256.8
2024-11-01,U8DD697NL1KR3XB4,Vet Pharma Inc.,RetinoGuard,36.0,50,1800.0
2024-11-01,J21UPSGHH6CPO51Y,Pets Pharma,Rimadyl (Carprofen),248.5,45,11182.5
2024-11-01,EZQQVO7QWYHQMFH4,Animal Meds Ltd.,SlimPaws,6.99,35,244.65
2024-11-01,3HYCW3DD7ZKA43R0,Pets Pharma,ThyroVet,44.08,40,1763.1999999999998
2024-11-01,MQ82OJHBZ8YTY7SI,Vet Pharma Inc.,Tobrex (Tobramycin),217.0,15,3255.0
2024-11-01,QBOZUJIO3AC4DE0T,Pets Pharma,Torbutrol (Butorphanol Tartrate),31.0,40,1240.0
2024-11-01,F40M4WKGDSSK6H19,Pets Pharma,Tresaderm (Antibiotic Drops),145.0,20,2900.0
2024-11-01,M60KBA6WR97CGEQE,Vet Pharma Inc.,UroVet,63.71,28,1783.88
2024-11-01,B8R8LCDGSAF26TQP,Vet Supplies Co.,Vetmedin (Pimobendan),1092.0,60,65520.0
2024-11-01,2B5NI5602ZJMNTXX,Vet Pharma Inc.,VetriScience Perio Support,2.98,28,83.44
2024-11-01,TJ2PUQRN6A2CE9ZJ,Pets Pharma,Virbac C.E.T. Enzymatic Oral Gel,84.2,15,1263.0
2024-11-01,BL45GTRN1JVMRLJS,Vet Pharma Inc.,WetTailMed,27.9,12,334.79999999999995
2024-11-01,WAQHMOOGS2FMQ0FO,Vet Pharma Inc.,WormAway,6.64,10,66.39999999999999
2024-11-01,BFG09W8FCTFOLRAJ,Pets Pharma,WormGuard,8.649999999999999,15,129.74999999999997
2024-11-01,EAVYJERXKQSQE8HI,Pets Pharma,Zyrtec (Cetirizine),70.0,20,1400.0
2024-12-01,402VA6BA831QRB48,Vet Pharma Inc.,Adequan Canine,333.0,50,16650.0
2024-12-01,C7KN0SYT80HLOEDB,Animal Meds Ltd.,Adequan Canine Injection,214.0,60,12840.0
2024-12-01,IWB5V9I92ANBHI5R,Vet Supplies Co.,AllerEx,22.119999999999997,22,486.63999999999993
2024-12-01,DC4CMK0AOIO6MELU,Vet Pharma Inc.,ArthriFlex,15.74,30,472.2
2024-12-01,205S5O8F2GJ5ETF8,Pets Pharma,Arthroflex,58.400000000000006,35,2044.0000000000002
2024-12-01,P22XALGSG0PAMFNC,Animal Meds Ltd.,Atopica (Cyclosporine),317.5,90,28575.0
2024-12-01,WCVS9IABYC2O4UI5,Vet Pharma Inc.,Beano,28.700000000000003,20,574.0
2024-12-01,BKRLXE4D1T94P3XI,Pets Pharma,BoneHeal,16.9,40,676.0
2024-12-01,WAIPK1PT0VOEZET0,Vet Supplies Co.,Canine Eye Health,13.379999999999999,30,401.4
2024-12-01,90CZ8RUKEAISG12U,Animal Meds Ltd.,CardioVet,70.08,50,3504.0
2024-12-01,A4K0HV9HF4RL20HH,Pets Pharma,Cephalexin (500 mg),122.0,20,2440.0
2024-12-01,G7RUH13I2PRGTLPS,Pets Pharma,Cerenia (Maropitant),348.0,50,17400.0
2024-12-01,B04DSR86LDKGBLKF,Pets Pharma,Clavamox (Amoxicillin + Clavulanic),245.5,25,6137.5
2024-12-01,S6UP3OVYTNSHEKUM,Animal Meds Ltd.,Clavamox (Amoxicillin/Clavulanic),265.0,25,6625.0
2024-12-01,WDVMVZ8S55F52LS0,Pets Pharma,CushiVet,33.93,45,1526.85
2024-12-01,YEF0DLICJ4SP3V7G,Pets Pharma,Cystaid,148.0,30,4440.0
2024-12-01,2D9X8OLR14PZSWNY,Vet Supplies Co.,Dasuquin Advanced,66.4,70,4648.0
2024-12-01,HDPIZDX1G1PWF0JV,Pets Pharma,Dermacure,10.58,18,190.44
2024-12-01,RG0LIU1WZ5FM8LWO,Animal Meds Ltd.,DiarStop,147.29000000000002,15,2209.3500000000004
2024-12-01,MZZ8OZ5UQUG3LTCB,Pets Pharma,EarClear,31.4,10,314.0
2024-12-01,LPPDLNK0W72FZ515,Pets Pharma,Enrofloxacin (Baytril),163.0,20,3260.0
2024-12-01,Q30CD20QH670IAHR,Animal Meds Ltd.,Enzymatic Dental Gel,10.48,25,262.0
2024-12-01,7KVN49C5BB2PFHJU,Animal Meds Ltd.,EyeClear,79.30000000000001,18,1427.4
2024-12-01,YC6ID40GV9SXLB4W,Pets Pharma,Fenbendazole (Panacur),375.0,22,8250.0
2024-12-01,GJWVIF1HI0KU7TQT,Pets Pharma,FleaGuard,14.469999999999999,20,289.4
2024-12-01,P75GBY4VBH7IDE7A,Vet Supplies Co.,FleaStop,12.69,25,317.25
2024-12-01,MW4ZUPM40TIGF4Y8,Vet Pharma Inc.,FlexiJoint (Dog),13.76,50,688.0
2024-12-01,XUZH0KR35ZT7WFC3,Animal Meds Ltd.,Frontline Plus,320.0,35,11200.0
2024-12-01,H468GT0LPARNIJRM,Vet Pharma Inc.,FungalGuard,15.58,40,623.2
2024-12-01,9SKEDLFX1W1YN53R,Pets Pharma,Gabapentin,170.5,55,9377.5
2024-12-01,YLBN5VSBVLJJBOBR,Vet Supplies Co.,GingivaPlus,12.33,28,345.24
2024-12-01,HF6HBQ73VKL6V4V8,Vet Supplies Co.,Griseofulvin,282.5,15,4237.5
2024-12-01,FBFL5T2HTZ7LMDLS,Vet Pharma Inc.,Hill's Prescription Diet w/d,15.75,75,1181.25
2024-12-01,Y6E22NY9HP60MGCX,Vet Supplies Co.,Levothyroxine,14.65,20,293.0
2024-12-01,DTKGIPPD467IHIQ1,Animal Meds Ltd.,Methimazole,97.5,22,2145.0
2024-12-01,2FMIIFOGZUR9UNMZ,Pets Pharma,Metronidazole,475.0,10,4750.0
2024-12-01,MCL0P1G4DYNV2NV0,Pets Pharma,Nutra Thrive Canine,14.06,60,843.6
2024-12-01,ISIQTMEDC0YOTEN7,Animal Meds Ltd.,OncoCare,12.82,85,1089.7
2024-12-01,W4CULJEG4D5LH4JW,Pets Pharma,OraVet Dental Gel,85.0,25,2125.0
2024-12-01,UFD3FPVUXPYGQLEE,Vet Supplies Co.,OtitisClean,42.0,15,630.0
2024-12-01,K56WK4QDAL7T12TW,Pets Pharma,Otomax (Mometasone Furoate),88.0,45,3960.0
2024-12-01,BHTUZV2Y3O5KFMDU,Pets Pharma,Palladia (Toceranib Phosphate),190.0,120,22800.0
2024-12-01,VV7OSYLUSS7M8FL5,Vet Supplies Co.,Petromalt,25.9,25,647.5
2024-12-01,OV65DDVWSUAIRT3D,Animal Meds Ltd.,Phenobarbital,156.0,30,4680.0
2024-12-01,VFVTQUI1PHLA9XJW,Animal Meds Ltd.,Prednisolone,19.259999999999998,22,423.71999999999997
2024-12-01,RIAWQE8S26QWXBX0,Pets Pharma,Renal Support RX (Cat),36.980000000000004,50,1849.0000000000002
2024-12-01,7SOA94ZHTHZH4YKF,Vet Pharma Inc.,RespiraTonic,14.78,30,443.4
2024-12-01,EBE14CGSBNJU2NKR,Animal Meds Ltd.,RetinoGuard,49.7,50,2485.0
2024-12-01,P9N245CFRVE30XMF,Pets Pharma,Rimadyl (Carprofen),303.5,45,13657.5
2024-12-01,UIQLQPD36HR1BLGV,Animal Meds Ltd.,SlimPaws,17.38,35,608.3
2024-12-01,V9GW19G18D8FPWDK,Vet Pharma Inc.,ThyroVet,35.36,40,1414.4
2024-12-01,ZDL547BKRO37Z97I,Animal Meds Ltd.,Tobrex (Tobramycin),289.5,15,4342.5
2024-12-01,QABS3PS4AYEYXB8W,Animal Meds Ltd.,Torbutrol (Butorphanol Tartrate),48.5,40,1940.0
2024-12-01,E0HNQFCYBJRUKJ4L,Vet Supplies Co.,Tresaderm (Antibiotic Drops),147.0,20,2940.0
2024-12-01,075V32OWR5A1X8Z7,Vet Supplies Co.,UroVet,75.36,28,2110.08
2024-12-01,REQ4I031BJD42W7H,Animal Meds Ltd.,Vetmedin (Pimobendan),1452.0,60,87120.0
2024-12-01,5GYYY797E4AIUOQG,Animal Meds Ltd.,VetriScience Perio Support,9.48,28,265.44
2024-12-01,HQZQTYG2CCFXYIQY,Vet Supplies Co.,Virbac C.E.T. Enzymatic Oral Gel,140.2,15,2103.0
2024-12-01,6COZDCL6RD0Q76KY,Pets Pharma,WetTailMed,46.1,12,553.2
2024-12-01,N1MRWGK2TLCAVLLB,Vet Pharma Inc.,WormAway,5.96,10,59.6
2024-12-01,O0Q5FX0G0G62LW53,Vet Supplies Co.,WormGuard,17.05,15,255.75
2024-12-01,PYWJAHSIV2IIPTZN,Pets Pharma,Zyrtec (Cetirizine),127.3,20,2546.0
2025-01-01,A4QXUBZ4BS12G3WE,Animal Meds Ltd.,Adequan Canine,420.0,50,21000.0
2025-01-01,ROV7RXA9H2BV9Z0B,Vet Supplies Co.,Adequan Canine Injection,292.0,60,17520.0
2025-01-01,OAAWVGQT81VVHF60,Pets Pharma,AllerEx,17.6,22,387.20000000000005
2025-01-01,6718M75DKN6U16WI,Animal Meds Ltd.,ArthriFlex,7.38,30,221.4
2025-01-01,79YTS2QKLGOQFL9Z,Vet Supplies Co.,Arthroflex,80.6,35,2821.0
2025-01-01,VQ0P2Z9Y38J3W1F9,Pets Pharma,Atopica (Cyclosporine),264.5,90,23805.0
2025-01-01,4MS6054B63VTF4Y1,Pets Pharma,Beano,24.3,20,486.0
2025-01-01,LJTN01K5R1WDO4Z1,Animal Meds Ltd.,BoneHeal,20.08,40,803.1999999999999
2025-01-01,RYWWTU8P4L2BFI90,Vet Pharma Inc.,Canine Eye Health,17.14,30,514.2
2025-01-01,HISASI973PY6G6IK,Animal Meds Ltd.,CardioVet,49.8,50,2490.0
2025-01-01,E51A5QR5HWWGSSAL,Pets Pharma,Cephalexin (500 mg),99.0,20,1980.0
2025-01-01,BRXDUEE6IRAROVGH,Vet Supplies Co.,Cerenia (Maropitant),273.0,50,13650.0
2025-01-01,57Y4GT27Q9NK4HQF,Pets Pharma,Clavamox (Amoxicillin + Clavulanic),261.0,25,6525.0
2025-01-01,2ZIEP1N3CE7MRSFB,Vet Supplies Co.,Clavamox (Amoxicillin/Clavulanic),201.0,25,5025.0
2025-01-01,5QJR8VKODEAD614O,Vet Pharma Inc.,CushiVet,30.93,45,1391.85
2025-01-01,PKSFMN65D0DS1VDL,Pets Pharma,Cystaid,184.5,30,5535.0
2025-01-01,ORXA7ZO8ZICB7NXK,Pets Pharma,Dasuquin Advanced,61.5,70,4305.0
2025-01-01,N4H0G2LVPOQTCL2B,Vet Supplies Co.,Dermacure,9.5,18,171.0
2025-01-01,EXJHOAJLZN0DNO34,Pets Pharma,DiarStop,193.06,15,2895.9
2025-01-01,VQRZ2SAHTUR2ZOMC,Vet Pharma Inc.,EarClear,28.1,10,281.0
2025-01-01,3KKORC16ILRVF3AJ,Animal Meds Ltd.,Enrofloxacin (Baytril),165.0,20,3300.0
2025-01-01,6Y6W8JRDJONS4TP7,Animal Meds Ltd.,Enzymatic Dental Gel,3.14,25,78.5
2025-01-01,XMDQKT6KQ7GGVBBA,Vet Pharma Inc.,EyeClear,51.400000000000006,18,925.2
2025-01-01,3F8SHCAXBEQ7AE0R,Animal Meds Ltd.,Fenbendazole (Panacur),422.0,22,9284.0
2025-01-01,BMMUHHI2WBR1QPLC,Pets Pharma,FleaGuard,18.97,20,379.4
2025-01-01,PM6ITQ3K1XMV39YP,Vet Pharma Inc.,FleaStop,12.3,25,307.5
2025-01-01,JN4B50EB4PGBRM44,Animal Meds Ltd.,FlexiJoint (Dog),17.6,50,880.0000000000001
2025-01-01,MLWQ8S2C6Q2DEAX5,Animal Meds Ltd.,Frontline Plus,355.0,35,12425.0
2025-01-01,VWBFXR30TC260INJ,Pets Pharma,FungalGuard,10.16,40,406.4
2025-01-01,NE0VM6H7GRKPBRP6,Pets Pharma,Gabapentin,152.5,55,8387.5
2025-01-01,L7V554HYTHAJLVER,Pets Pharma,GingivaPlus,5.64,28,157.92
2025-01-01,OW92LIX3PET6SYEC,Pets Pharma,Griseofulvin,272.0,15,4080.0
2025-01-01,8D63TB8BNKYQCUTZ,Vet Pharma Inc.,Hill's Prescription Diet w/d,12.95,75,971.25
2025-01-01,KS5WK00XC95542KL,Vet Supplies Co.,Levothyroxine,12.15,20,243.0
2025-01-01,KKX03AET0UZLB82Z,Animal Meds Ltd.,Methimazole,130.0,22,2860.0
